file1,file2,score,user_relation,score_with_nonoise
101.wav,126.wav,tensor([0.4417]),different,tensor([0.1789])
101.wav,127.wav,tensor([0.3830]),different,tensor([0.3314])
101.wav,128.wav,tensor([0.3938]),different,tensor([0.2442])
101.wav,129.wav,tensor([0.3703]),different,tensor([0.2196])
101.wav,130.wav,tensor([0.4487]),different,tensor([0.2456])
101.wav,131.wav,tensor([0.2716]),different,tensor([0.1872])
101.wav,132.wav,tensor([0.2703]),different,tensor([0.1972])
101.wav,133.wav,tensor([0.3675]),different,tensor([0.1461])
101.wav,134.wav,tensor([0.2544]),different,tensor([0.1349])
101.wav,135.wav,tensor([0.3170]),different,tensor([0.1911])
101.wav,136.wav,tensor([0.4293]),different,tensor([0.1891])
101.wav,137.wav,tensor([0.2860]),different,tensor([0.1910])
101.wav,138.wav,tensor([0.1806]),different,tensor([0.1357])
101.wav,139.wav,tensor([0.2865]),different,tensor([0.1290])
101.wav,140.wav,tensor([0.3894]),different,tensor([0.2031])
101.wav,141.wav,tensor([0.2652]),different,tensor([0.1389])
101.wav,142.wav,tensor([0.3451]),different,tensor([0.2744])
101.wav,143.wav,tensor([0.2971]),different,tensor([0.2499])
101.wav,144.wav,tensor([0.2951]),different,tensor([0.2176])
101.wav,145.wav,tensor([0.2759]),different,tensor([0.2306])
101.wav,146.wav,tensor([0.1797]),different,tensor([0.0905])
101.wav,147.wav,tensor([0.1226]),different,tensor([0.0542])
101.wav,148.wav,tensor([0.2641]),different,tensor([0.0869])
101.wav,149.wav,tensor([0.2217]),different,tensor([0.0689])
101.wav,150.wav,tensor([0.2082]),different,tensor([0.0991])
101.wav,151.wav,tensor([0.0360]),different,tensor([0.0580])
101.wav,152.wav,tensor([0.0953]),different,tensor([0.1243])
101.wav,153.wav,tensor([0.0229]),different,tensor([0.0073])
101.wav,154.wav,tensor([0.0014]),different,tensor([0.0430])
101.wav,155.wav,tensor([0.0971]),different,tensor([0.0396])
101.wav,156.wav,tensor([0.3296]),different,tensor([0.2079])
101.wav,157.wav,tensor([0.3183]),different,tensor([0.2442])
101.wav,158.wav,tensor([0.2735]),different,tensor([0.1983])
101.wav,159.wav,tensor([0.3419]),different,tensor([0.1248])
101.wav,160.wav,tensor([0.3251]),different,tensor([0.1946])
101.wav,161.wav,tensor([0.2837]),different,tensor([0.2253])
101.wav,162.wav,tensor([0.2249]),different,tensor([0.1875])
101.wav,163.wav,tensor([0.2760]),different,tensor([0.2001])
101.wav,164.wav,tensor([0.2880]),different,tensor([0.2803])
101.wav,165.wav,tensor([0.3464]),different,tensor([0.3364])
101.wav,166.wav,tensor([0.2552]),different,tensor([0.2262])
101.wav,167.wav,tensor([0.1275]),different,tensor([0.1213])
101.wav,168.wav,tensor([0.2826]),different,tensor([0.0804])
101.wav,169.wav,tensor([0.2696]),different,tensor([0.0804])
101.wav,170.wav,tensor([0.1353]),different,tensor([0.1421])
101.wav,171.wav,tensor([0.1501]),different,tensor([0.2490])
101.wav,172.wav,tensor([0.1292]),different,tensor([0.0860])
101.wav,173.wav,tensor([0.1224]),different,tensor([0.1575])
101.wav,174.wav,tensor([0.1450]),different,tensor([0.0764])
101.wav,175.wav,tensor([0.1644]),different,tensor([0.1660])
101.wav,176.wav,tensor([0.2889]),different,tensor([0.1522])
101.wav,177.wav,tensor([0.2991]),different,tensor([0.2382])
101.wav,178.wav,tensor([0.3636]),different,tensor([0.2340])
101.wav,179.wav,tensor([0.2307]),different,tensor([0.1630])
101.wav,180.wav,tensor([0.2033]),different,tensor([0.2848])
101.wav,181.wav,tensor([0.2986]),different,tensor([0.2486])
101.wav,182.wav,tensor([0.2455]),different,tensor([0.1609])
101.wav,183.wav,tensor([0.2826]),different,tensor([0.2169])
101.wav,184.wav,tensor([0.2996]),different,tensor([0.1348])
101.wav,185.wav,tensor([0.3508]),different,tensor([0.1826])
101.wav,186.wav,tensor([0.1480]),different,tensor([0.0627])
101.wav,187.wav,tensor([0.3443]),different,tensor([0.1468])
101.wav,188.wav,tensor([0.2882]),different,tensor([0.1314])
101.wav,189.wav,tensor([0.2521]),different,tensor([0.2386])
101.wav,190.wav,tensor([0.2422]),different,tensor([0.1698])
101.wav,191.wav,tensor([0.2694]),different,tensor([0.3121])
101.wav,192.wav,tensor([0.2352]),different,tensor([0.2902])
101.wav,193.wav,tensor([0.1470]),different,tensor([0.0553])
101.wav,194.wav,tensor([0.1180]),different,tensor([0.1293])
101.wav,195.wav,tensor([0.1471]),different,tensor([0.2013])
101.wav,196.wav,tensor([0.1908]),different,tensor([0.1908])
101.wav,197.wav,tensor([0.1563]),different,tensor([0.2358])
101.wav,198.wav,tensor([0.1685]),different,tensor([0.2753])
101.wav,199.wav,tensor([0.1937]),different,tensor([0.2168])
101.wav,200.wav,tensor([0.2382]),different,tensor([0.2800])
102.wav,103.wav,tensor([0.6668]),same,tensor([0.7105])
102.wav,104.wav,tensor([0.8159]),same,tensor([0.7494])
102.wav,105.wav,tensor([0.7313]),same,tensor([0.5574])
102.wav,106.wav,tensor([0.3709]),different,tensor([0.2432])
102.wav,107.wav,tensor([0.1876]),different,tensor([0.0546])
102.wav,108.wav,tensor([0.2084]),different,tensor([0.1331])
102.wav,109.wav,tensor([0.2817]),different,tensor([0.1683])
102.wav,110.wav,tensor([0.2664]),different,tensor([0.1585])
102.wav,111.wav,tensor([0.2470]),different,tensor([0.0928])
102.wav,112.wav,tensor([0.1994]),different,tensor([0.0920])
102.wav,113.wav,tensor([0.3364]),different,tensor([0.0474])
102.wav,114.wav,tensor([0.2220]),different,tensor([0.0586])
102.wav,115.wav,tensor([0.2479]),different,tensor([0.0984])
102.wav,116.wav,tensor([0.2943]),different,tensor([0.2142])
102.wav,117.wav,tensor([0.3592]),different,tensor([0.1115])
102.wav,118.wav,tensor([0.3404]),different,tensor([0.2078])
102.wav,119.wav,tensor([0.2976]),different,tensor([0.1696])
102.wav,120.wav,tensor([0.2939]),different,tensor([0.0266])
102.wav,121.wav,tensor([0.1192]),different,tensor([0.0535])
102.wav,122.wav,tensor([0.1899]),different,tensor([0.1176])
102.wav,123.wav,tensor([0.1640]),different,tensor([-0.0250])
102.wav,124.wav,tensor([0.1903]),different,tensor([0.1034])
102.wav,125.wav,tensor([0.1753]),different,tensor([0.1150])
102.wav,126.wav,tensor([0.3900]),different,tensor([0.2236])
102.wav,127.wav,tensor([0.3606]),different,tensor([0.3310])
102.wav,128.wav,tensor([0.3370]),different,tensor([0.2127])
102.wav,129.wav,tensor([0.3392]),different,tensor([0.2309])
102.wav,130.wav,tensor([0.3971]),different,tensor([0.3051])
102.wav,131.wav,tensor([0.3060]),different,tensor([0.1890])
102.wav,132.wav,tensor([0.2796]),different,tensor([0.1944])
102.wav,133.wav,tensor([0.4043]),different,tensor([0.2070])
102.wav,134.wav,tensor([0.2751]),different,tensor([0.1548])
102.wav,135.wav,tensor([0.3319]),different,tensor([0.1740])
102.wav,136.wav,tensor([0.4492]),different,tensor([0.2668])
102.wav,137.wav,tensor([0.2990]),different,tensor([0.2065])
102.wav,138.wav,tensor([0.1812]),different,tensor([0.2400])
102.wav,139.wav,tensor([0.2463]),different,tensor([0.1127])
102.wav,140.wav,tensor([0.3000]),different,tensor([0.1466])
102.wav,141.wav,tensor([0.2683]),different,tensor([0.1973])
102.wav,142.wav,tensor([0.3651]),different,tensor([0.2943])
102.wav,143.wav,tensor([0.3292]),different,tensor([0.3666])
102.wav,144.wav,tensor([0.3239]),different,tensor([0.2469])
102.wav,145.wav,tensor([0.3136]),different,tensor([0.2656])
102.wav,146.wav,tensor([0.2286]),different,tensor([0.1972])
102.wav,147.wav,tensor([0.1869]),different,tensor([0.0635])
102.wav,148.wav,tensor([0.3450]),different,tensor([0.1972])
102.wav,149.wav,tensor([0.2757]),different,tensor([0.0977])
102.wav,150.wav,tensor([0.2095]),different,tensor([0.1586])
102.wav,151.wav,tensor([0.0445]),different,tensor([0.1440])
102.wav,152.wav,tensor([0.0315]),different,tensor([0.1895])
102.wav,153.wav,tensor([0.0216]),different,tensor([0.0968])
102.wav,154.wav,tensor([-0.0167]),different,tensor([0.0445])
102.wav,155.wav,tensor([0.0136]),different,tensor([0.0433])
102.wav,156.wav,tensor([0.2919]),different,tensor([0.1378])
102.wav,157.wav,tensor([0.2540]),different,tensor([0.1813])
102.wav,158.wav,tensor([0.2980]),different,tensor([0.2413])
102.wav,159.wav,tensor([0.3410]),different,tensor([0.1530])
102.wav,160.wav,tensor([0.2845]),different,tensor([0.1600])
102.wav,161.wav,tensor([0.1767]),different,tensor([0.1621])
102.wav,162.wav,tensor([0.1514]),different,tensor([0.1211])
102.wav,163.wav,tensor([0.2336]),different,tensor([0.2076])
102.wav,164.wav,tensor([0.2083]),different,tensor([0.2286])
102.wav,165.wav,tensor([0.2719]),different,tensor([0.3061])
102.wav,166.wav,tensor([0.1837]),different,tensor([0.1870])
102.wav,167.wav,tensor([0.0730]),different,tensor([0.1834])
102.wav,168.wav,tensor([0.1697]),different,tensor([0.1375])
102.wav,169.wav,tensor([0.2047]),different,tensor([0.1200])
102.wav,170.wav,tensor([0.0254]),different,tensor([0.0982])
102.wav,171.wav,tensor([0.1180]),different,tensor([0.1521])
102.wav,172.wav,tensor([0.1012]),different,tensor([0.0934])
102.wav,173.wav,tensor([0.1119]),different,tensor([0.2194])
102.wav,174.wav,tensor([0.1146]),different,tensor([0.0994])
102.wav,175.wav,tensor([0.1203]),different,tensor([0.0755])
102.wav,176.wav,tensor([0.2504]),different,tensor([0.0212])
102.wav,177.wav,tensor([0.2817]),different,tensor([0.2646])
102.wav,178.wav,tensor([0.2883]),different,tensor([0.1862])
102.wav,179.wav,tensor([0.1686]),different,tensor([0.1215])
102.wav,180.wav,tensor([0.2050]),different,tensor([0.1917])
102.wav,181.wav,tensor([0.2379]),different,tensor([0.2967])
102.wav,182.wav,tensor([0.2312]),different,tensor([0.3047])
102.wav,183.wav,tensor([0.2229]),different,tensor([0.2087])
102.wav,184.wav,tensor([0.3021]),different,tensor([0.2442])
102.wav,185.wav,tensor([0.3262]),different,tensor([0.2880])
102.wav,186.wav,tensor([0.1101]),different,tensor([0.1698])
102.wav,187.wav,tensor([0.3133]),different,tensor([0.2201])
102.wav,188.wav,tensor([0.3141]),different,tensor([0.2378])
102.wav,189.wav,tensor([0.2180]),different,tensor([0.2909])
102.wav,190.wav,tensor([0.2441]),different,tensor([0.1979])
102.wav,191.wav,tensor([0.2810]),different,tensor([0.1776])
102.wav,192.wav,tensor([0.2301]),different,tensor([0.2137])
102.wav,193.wav,tensor([0.1231]),different,tensor([0.1295])
102.wav,194.wav,tensor([0.1776]),different,tensor([0.1549])
102.wav,195.wav,tensor([0.1189]),different,tensor([0.1587])
102.wav,196.wav,tensor([0.1725]),different,tensor([0.1443])
102.wav,197.wav,tensor([0.1670]),different,tensor([0.1655])
102.wav,198.wav,tensor([0.1692]),different,tensor([0.2660])
102.wav,199.wav,tensor([0.2460]),different,tensor([0.2491])
102.wav,200.wav,tensor([0.2332]),different,tensor([0.2233])
103.wav,104.wav,tensor([0.7803]),same,tensor([0.7725])
103.wav,105.wav,tensor([0.6992]),same,tensor([0.6680])
103.wav,106.wav,tensor([0.3615]),different,tensor([0.3802])
103.wav,107.wav,tensor([0.1750]),different,tensor([0.2435])
103.wav,108.wav,tensor([0.2079]),different,tensor([0.2851])
103.wav,109.wav,tensor([0.2763]),different,tensor([0.3706])
103.wav,110.wav,tensor([0.2206]),different,tensor([0.2979])
103.wav,111.wav,tensor([0.3177]),different,tensor([0.2356])
103.wav,112.wav,tensor([0.2677]),different,tensor([0.2189])
103.wav,113.wav,tensor([0.3448]),different,tensor([0.1859])
103.wav,114.wav,tensor([0.2653]),different,tensor([0.1800])
103.wav,115.wav,tensor([0.3003]),different,tensor([0.2316])
103.wav,116.wav,tensor([0.1940]),different,tensor([0.3313])
103.wav,117.wav,tensor([0.3442]),different,tensor([0.1905])
103.wav,118.wav,tensor([0.2635]),different,tensor([0.2876])
103.wav,119.wav,tensor([0.2173]),different,tensor([0.2106])
103.wav,120.wav,tensor([0.2033]),different,tensor([0.1376])
103.wav,121.wav,tensor([0.1450]),different,tensor([-0.0661])
103.wav,122.wav,tensor([0.1972]),different,tensor([0.0013])
103.wav,123.wav,tensor([0.1812]),different,tensor([-0.0360])
103.wav,124.wav,tensor([0.1694]),different,tensor([0.0388])
103.wav,125.wav,tensor([0.1418]),different,tensor([0.0791])
103.wav,126.wav,tensor([0.4033]),different,tensor([0.3504])
103.wav,127.wav,tensor([0.3591]),different,tensor([0.4160])
103.wav,128.wav,tensor([0.3459]),different,tensor([0.2905])
103.wav,129.wav,tensor([0.3977]),different,tensor([0.2512])
103.wav,130.wav,tensor([0.3864]),different,tensor([0.2637])
103.wav,131.wav,tensor([0.3020]),different,tensor([0.3081])
103.wav,132.wav,tensor([0.2957]),different,tensor([0.2729])
103.wav,133.wav,tensor([0.3491]),different,tensor([0.2246])
103.wav,134.wav,tensor([0.2852]),different,tensor([0.2407])
103.wav,135.wav,tensor([0.3602]),different,tensor([0.2898])
103.wav,136.wav,tensor([0.3031]),different,tensor([0.2766])
103.wav,137.wav,tensor([0.2142]),different,tensor([0.2595])
103.wav,138.wav,tensor([0.1880]),different,tensor([0.2536])
103.wav,139.wav,tensor([0.2767]),different,tensor([0.2064])
103.wav,140.wav,tensor([0.2290]),different,tensor([0.2969])
103.wav,141.wav,tensor([0.0869]),different,tensor([0.1534])
103.wav,142.wav,tensor([0.1757]),different,tensor([0.1376])
103.wav,143.wav,tensor([0.1336]),different,tensor([0.2271])
103.wav,144.wav,tensor([0.0999]),different,tensor([0.1050])
103.wav,145.wav,tensor([0.1523]),different,tensor([0.1972])
103.wav,146.wav,tensor([0.3198]),different,tensor([0.2921])
103.wav,147.wav,tensor([0.1908]),different,tensor([0.1821])
103.wav,148.wav,tensor([0.3641]),different,tensor([0.2115])
103.wav,149.wav,tensor([0.2855]),different,tensor([0.2400])
103.wav,150.wav,tensor([0.2784]),different,tensor([0.1567])
103.wav,151.wav,tensor([0.0471]),different,tensor([0.1984])
103.wav,152.wav,tensor([0.1398]),different,tensor([0.2429])
103.wav,153.wav,tensor([0.0216]),different,tensor([0.0695])
103.wav,154.wav,tensor([0.0521]),different,tensor([0.1371])
103.wav,155.wav,tensor([0.0674]),different,tensor([0.1523])
103.wav,156.wav,tensor([0.3069]),different,tensor([0.1740])
103.wav,157.wav,tensor([0.3075]),different,tensor([0.2635])
103.wav,158.wav,tensor([0.3338]),different,tensor([0.2295])
103.wav,159.wav,tensor([0.3439]),different,tensor([0.2073])
103.wav,160.wav,tensor([0.3135]),different,tensor([0.1961])
103.wav,161.wav,tensor([0.2896]),different,tensor([0.1750])
103.wav,162.wav,tensor([0.2161]),different,tensor([0.1204])
103.wav,163.wav,tensor([0.2429]),different,tensor([0.1463])
103.wav,164.wav,tensor([0.2475]),different,tensor([0.2767])
103.wav,165.wav,tensor([0.3316]),different,tensor([0.3593])
103.wav,166.wav,tensor([0.2062]),different,tensor([0.2213])
103.wav,167.wav,tensor([0.0864]),different,tensor([0.1370])
103.wav,168.wav,tensor([0.1125]),different,tensor([0.0761])
103.wav,169.wav,tensor([0.0997]),different,tensor([0.0564])
103.wav,170.wav,tensor([0.0370]),different,tensor([0.0992])
103.wav,171.wav,tensor([0.2496]),different,tensor([0.1633])
103.wav,172.wav,tensor([0.2019]),different,tensor([0.1614])
103.wav,173.wav,tensor([0.2155]),different,tensor([0.2039])
103.wav,174.wav,tensor([0.2284]),different,tensor([0.1057])
103.wav,175.wav,tensor([0.2170]),different,tensor([0.1552])
103.wav,176.wav,tensor([0.2431]),different,tensor([0.0536])
103.wav,177.wav,tensor([0.2437]),different,tensor([0.1941])
103.wav,178.wav,tensor([0.2966]),different,tensor([0.1769])
103.wav,179.wav,tensor([0.2127]),different,tensor([0.0933])
103.wav,180.wav,tensor([0.2065]),different,tensor([0.2600])
103.wav,181.wav,tensor([0.2960]),different,tensor([0.2273])
103.wav,182.wav,tensor([0.2601]),different,tensor([0.1566])
103.wav,183.wav,tensor([0.3237]),different,tensor([0.2405])
103.wav,184.wav,tensor([0.2952]),different,tensor([0.1854])
103.wav,185.wav,tensor([0.3454]),different,tensor([0.2102])
103.wav,186.wav,tensor([0.1798]),different,tensor([0.1304])
103.wav,187.wav,tensor([0.3363]),different,tensor([0.1802])
103.wav,188.wav,tensor([0.2984]),different,tensor([0.1352])
103.wav,189.wav,tensor([0.2190]),different,tensor([0.1922])
103.wav,190.wav,tensor([0.1747]),different,tensor([0.1605])
103.wav,191.wav,tensor([0.3239]),different,tensor([0.2381])
103.wav,192.wav,tensor([0.2417]),different,tensor([0.2271])
103.wav,193.wav,tensor([0.1474]),different,tensor([0.1081])
103.wav,194.wav,tensor([0.3267]),different,tensor([0.1381])
103.wav,195.wav,tensor([0.1776]),different,tensor([0.2131])
103.wav,196.wav,tensor([0.2354]),different,tensor([0.2037])
103.wav,197.wav,tensor([0.2548]),different,tensor([0.2686])
103.wav,198.wav,tensor([0.1869]),different,tensor([0.3315])
103.wav,199.wav,tensor([0.2733]),different,tensor([0.2794])
103.wav,200.wav,tensor([0.3189]),different,tensor([0.2874])
104.wav,105.wav,tensor([0.8565]),same,tensor([0.7217])
104.wav,106.wav,tensor([0.4249]),different,tensor([0.3077])
104.wav,107.wav,tensor([0.2445]),different,tensor([0.1642])
104.wav,108.wav,tensor([0.2433]),different,tensor([0.2350])
104.wav,109.wav,tensor([0.3200]),different,tensor([0.2894])
104.wav,110.wav,tensor([0.2752]),different,tensor([0.2246])
104.wav,111.wav,tensor([0.4062]),different,tensor([0.2456])
104.wav,112.wav,tensor([0.3269]),different,tensor([0.2440])
104.wav,113.wav,tensor([0.3886]),different,tensor([0.2077])
104.wav,114.wav,tensor([0.3141]),different,tensor([0.1900])
104.wav,115.wav,tensor([0.3415]),different,tensor([0.2698])
104.wav,116.wav,tensor([0.2768]),different,tensor([0.2855])
104.wav,117.wav,tensor([0.3858]),different,tensor([0.1795])
104.wav,118.wav,tensor([0.2975]),different,tensor([0.2872])
104.wav,119.wav,tensor([0.2815]),different,tensor([0.2998])
104.wav,120.wav,tensor([0.2955]),different,tensor([0.0950])
104.wav,121.wav,tensor([0.1381]),different,tensor([0.0043])
104.wav,122.wav,tensor([0.1647]),different,tensor([0.0254])
104.wav,123.wav,tensor([0.2303]),different,tensor([0.0086])
104.wav,124.wav,tensor([0.1699]),different,tensor([0.0379])
104.wav,125.wav,tensor([0.1741]),different,tensor([0.1438])
104.wav,126.wav,tensor([0.4786]),different,tensor([0.3240])
104.wav,127.wav,tensor([0.4043]),different,tensor([0.4313])
104.wav,128.wav,tensor([0.3887]),different,tensor([0.3083])
104.wav,129.wav,tensor([0.4539]),different,tensor([0.3218])
104.wav,130.wav,tensor([0.4607]),different,tensor([0.3482])
104.wav,131.wav,tensor([0.4334]),different,tensor([0.2999])
104.wav,132.wav,tensor([0.3590]),different,tensor([0.2982])
104.wav,133.wav,tensor([0.4747]),different,tensor([0.2598])
104.wav,134.wav,tensor([0.3881]),different,tensor([0.2358])
104.wav,135.wav,tensor([0.4407]),different,tensor([0.3079])
104.wav,136.wav,tensor([0.3728]),different,tensor([0.3416])
104.wav,137.wav,tensor([0.2349]),different,tensor([0.2839])
104.wav,138.wav,tensor([0.1733]),different,tensor([0.2939])
104.wav,139.wav,tensor([0.3079]),different,tensor([0.2464])
104.wav,140.wav,tensor([0.3215]),different,tensor([0.2919])
104.wav,141.wav,tensor([0.1379]),different,tensor([0.1675])
104.wav,142.wav,tensor([0.2806]),different,tensor([0.2173])
104.wav,143.wav,tensor([0.2254]),different,tensor([0.2696])
104.wav,144.wav,tensor([0.1925]),different,tensor([0.1650])
104.wav,145.wav,tensor([0.2354]),different,tensor([0.2356])
104.wav,146.wav,tensor([0.3056]),different,tensor([0.1954])
104.wav,147.wav,tensor([0.2489]),different,tensor([0.1406])
104.wav,148.wav,tensor([0.4242]),different,tensor([0.2053])
104.wav,149.wav,tensor([0.3325]),different,tensor([0.1567])
104.wav,150.wav,tensor([0.2557]),different,tensor([0.1254])
104.wav,151.wav,tensor([0.0580]),different,tensor([0.1134])
104.wav,152.wav,tensor([0.1132]),different,tensor([0.1643])
104.wav,153.wav,tensor([0.0488]),different,tensor([0.0563])
104.wav,154.wav,tensor([0.0276]),different,tensor([0.1015])
104.wav,155.wav,tensor([0.0709]),different,tensor([0.1225])
104.wav,156.wav,tensor([0.3529]),different,tensor([0.2182])
104.wav,157.wav,tensor([0.3348]),different,tensor([0.3039])
104.wav,158.wav,tensor([0.3568]),different,tensor([0.2368])
104.wav,159.wav,tensor([0.4326]),different,tensor([0.2343])
104.wav,160.wav,tensor([0.3607]),different,tensor([0.2646])
104.wav,161.wav,tensor([0.2765]),different,tensor([0.2321])
104.wav,162.wav,tensor([0.2580]),different,tensor([0.1706])
104.wav,163.wav,tensor([0.2706]),different,tensor([0.1560])
104.wav,164.wav,tensor([0.2957]),different,tensor([0.2435])
104.wav,165.wav,tensor([0.3308]),different,tensor([0.3137])
104.wav,166.wav,tensor([0.2044]),different,tensor([0.2897])
104.wav,167.wav,tensor([0.0493]),different,tensor([0.0802])
104.wav,168.wav,tensor([0.1245]),different,tensor([0.0688])
104.wav,169.wav,tensor([0.1308]),different,tensor([0.1026])
104.wav,170.wav,tensor([0.0129]),different,tensor([0.1110])
104.wav,171.wav,tensor([0.2270]),different,tensor([0.2147])
104.wav,172.wav,tensor([0.1993]),different,tensor([0.1373])
104.wav,173.wav,tensor([0.1726]),different,tensor([0.2487])
104.wav,174.wav,tensor([0.1659]),different,tensor([0.0924])
104.wav,175.wav,tensor([0.1867]),different,tensor([0.1377])
104.wav,176.wav,tensor([0.2589]),different,tensor([0.0750])
104.wav,177.wav,tensor([0.2575]),different,tensor([0.1782])
104.wav,178.wav,tensor([0.2935]),different,tensor([0.1828])
104.wav,179.wav,tensor([0.1774]),different,tensor([0.0604])
104.wav,180.wav,tensor([0.2023]),different,tensor([0.2084])
104.wav,181.wav,tensor([0.3170]),different,tensor([0.3037])
104.wav,182.wav,tensor([0.3136]),different,tensor([0.2342])
104.wav,183.wav,tensor([0.3542]),different,tensor([0.2151])
104.wav,184.wav,tensor([0.3483]),different,tensor([0.1665])
104.wav,185.wav,tensor([0.3691]),different,tensor([0.2509])
104.wav,186.wav,tensor([0.1390]),different,tensor([0.1461])
104.wav,187.wav,tensor([0.3672]),different,tensor([0.2190])
104.wav,188.wav,tensor([0.3343]),different,tensor([0.1956])
104.wav,189.wav,tensor([0.2621]),different,tensor([0.2607])
104.wav,190.wav,tensor([0.1891]),different,tensor([0.2381])
104.wav,191.wav,tensor([0.2649]),different,tensor([0.2993])
104.wav,192.wav,tensor([0.2538]),different,tensor([0.2728])
104.wav,193.wav,tensor([0.1963]),different,tensor([0.1465])
104.wav,194.wav,tensor([0.2918]),different,tensor([0.1603])
104.wav,195.wav,tensor([0.1737]),different,tensor([0.1806])
104.wav,196.wav,tensor([0.2315]),different,tensor([0.2178])
104.wav,197.wav,tensor([0.2610]),different,tensor([0.2838])
104.wav,198.wav,tensor([0.2448]),different,tensor([0.3725])
104.wav,199.wav,tensor([0.3069]),different,tensor([0.3104])
104.wav,200.wav,tensor([0.3011]),different,tensor([0.3280])
105.wav,106.wav,tensor([0.4497]),different,tensor([0.4036])
105.wav,107.wav,tensor([0.3821]),different,tensor([0.3078])
105.wav,108.wav,tensor([0.3411]),different,tensor([0.3279])
105.wav,109.wav,tensor([0.4303]),different,tensor([0.3523])
105.wav,110.wav,tensor([0.3786]),different,tensor([0.3059])
105.wav,111.wav,tensor([0.3970]),different,tensor([0.1766])
105.wav,112.wav,tensor([0.3305]),different,tensor([0.1540])
105.wav,113.wav,tensor([0.3495]),different,tensor([0.0740])
105.wav,114.wav,tensor([0.2876]),different,tensor([0.1082])
105.wav,115.wav,tensor([0.3636]),different,tensor([0.2108])
105.wav,116.wav,tensor([0.3562]),different,tensor([0.4165])
105.wav,117.wav,tensor([0.3934]),different,tensor([0.2727])
105.wav,118.wav,tensor([0.3301]),different,tensor([0.3208])
105.wav,119.wav,tensor([0.3365]),different,tensor([0.3316])
105.wav,120.wav,tensor([0.3132]),different,tensor([0.1696])
105.wav,121.wav,tensor([0.1815]),different,tensor([-0.0066])
105.wav,122.wav,tensor([0.1554]),different,tensor([0.0177])
105.wav,123.wav,tensor([0.1634]),different,tensor([-0.0423])
105.wav,124.wav,tensor([0.1969]),different,tensor([0.0398])
105.wav,125.wav,tensor([0.1942]),different,tensor([0.1045])
105.wav,126.wav,tensor([0.4983]),different,tensor([0.2880])
105.wav,127.wav,tensor([0.3978]),different,tensor([0.3123])
105.wav,128.wav,tensor([0.3730]),different,tensor([0.1437])
105.wav,129.wav,tensor([0.4004]),different,tensor([0.1531])
105.wav,130.wav,tensor([0.4331]),different,tensor([0.1990])
105.wav,131.wav,tensor([0.4295]),different,tensor([0.2916])
105.wav,132.wav,tensor([0.3557]),different,tensor([0.3008])
105.wav,133.wav,tensor([0.4161]),different,tensor([0.2848])
105.wav,134.wav,tensor([0.4107]),different,tensor([0.2835])
105.wav,135.wav,tensor([0.4427]),different,tensor([0.3072])
105.wav,136.wav,tensor([0.4097]),different,tensor([0.3404])
105.wav,137.wav,tensor([0.2869]),different,tensor([0.2593])
105.wav,138.wav,tensor([0.2402]),different,tensor([0.2412])
105.wav,139.wav,tensor([0.3551]),different,tensor([0.2471])
105.wav,140.wav,tensor([0.3544]),different,tensor([0.2851])
105.wav,141.wav,tensor([0.2354]),different,tensor([0.1991])
105.wav,142.wav,tensor([0.3224]),different,tensor([0.1993])
105.wav,143.wav,tensor([0.2652]),different,tensor([0.2048])
105.wav,144.wav,tensor([0.2199]),different,tensor([0.0392])
105.wav,145.wav,tensor([0.2443]),different,tensor([0.2404])
105.wav,146.wav,tensor([0.3002]),different,tensor([0.2388])
105.wav,147.wav,tensor([0.2780]),different,tensor([0.1835])
105.wav,148.wav,tensor([0.3991]),different,tensor([0.1884])
105.wav,149.wav,tensor([0.3564]),different,tensor([0.1755])
105.wav,150.wav,tensor([0.3112]),different,tensor([0.2034])
105.wav,151.wav,tensor([0.1169]),different,tensor([0.1489])
105.wav,152.wav,tensor([0.1638]),different,tensor([0.2175])
105.wav,153.wav,tensor([0.1024]),different,tensor([0.1015])
105.wav,154.wav,tensor([0.1307]),different,tensor([0.1773])
105.wav,155.wav,tensor([0.1631]),different,tensor([0.2121])
105.wav,156.wav,tensor([0.3359]),different,tensor([0.2285])
105.wav,157.wav,tensor([0.3307]),different,tensor([0.3456])
105.wav,158.wav,tensor([0.3384]),different,tensor([0.2167])
105.wav,159.wav,tensor([0.3903]),different,tensor([0.1967])
105.wav,160.wav,tensor([0.3324]),different,tensor([0.2461])
105.wav,161.wav,tensor([0.2858]),different,tensor([0.2536])
105.wav,162.wav,tensor([0.2145]),different,tensor([0.1490])
105.wav,163.wav,tensor([0.2509]),different,tensor([0.1222])
105.wav,164.wav,tensor([0.2508]),different,tensor([0.2953])
105.wav,165.wav,tensor([0.2936]),different,tensor([0.3207])
105.wav,166.wav,tensor([0.3041]),different,tensor([0.2725])
105.wav,167.wav,tensor([0.0729]),different,tensor([0.1774])
105.wav,168.wav,tensor([0.1633]),different,tensor([0.0793])
105.wav,169.wav,tensor([0.1788]),different,tensor([0.1153])
105.wav,170.wav,tensor([0.0882]),different,tensor([0.1672])
105.wav,171.wav,tensor([0.1696]),different,tensor([0.2043])
105.wav,172.wav,tensor([0.1625]),different,tensor([0.1542])
105.wav,173.wav,tensor([0.1379]),different,tensor([0.1975])
105.wav,174.wav,tensor([0.1502]),different,tensor([0.1234])
105.wav,175.wav,tensor([0.1761]),different,tensor([0.1946])
