Command,Response,Label,Cat_Label
Check for system upgrades on your home smart vacuum cleaner's navigation software,Searching for navigation software upgrades. This may take a moment.,0,0
Cancel the upgrade for your home smart garage door opener's remote access feature,Upgrade for remote access feature canceled successfully.,0,0
Perform software upgrade on your home smart thermostat's weather integration,Software upgrade for weather integration initiated. Please be patient.,0,0
Check for firmware upgrades on your home smart security camera's motion detection settings,Searching for motion detection settings firmware upgrades. Please wait while we search.,0,0
Cancel the upgrade for your home smart TV's streaming apps,Upgrade for streaming apps canceled successfully.,0,0
Perform system upgrade on your home smart refrigerator's temperature control,Initiating temperature control system upgrade. Please wait.,0,0
Check for software upgrades on your home smart sprinkler system's watering schedule,Searching for watering schedule upgrades. This may take a moment.,0,0
Cancel the upgrade for your home smart hub's home automation apps,Upgrade for home automation apps canceled successfully.,0,0
Perform software upgrade on your home smart doorbell's visitor notification feature,Software upgrade for visitor notification feature initiated. Sit tight.,0,0
Check for system upgrades on your home smart washing machine's cycle options,Searching for cycle options upgrades. This may take a moment.,0,0
Cancel the upgrade for your home smart lighting system's dimmer switches,Upgrade for dimmer switches canceled successfully.,0,0
Perform software upgrade on your home smart security system's remote monitoring app,Software upgrade for remote monitoring app initiated. Please be patient.,0,0
Check for firmware upgrades on your home smart smoke detector's alarm sensitivity,Searching for alarm sensitivity firmware upgrades. Please wait while we search.,0,0
Cancel the upgrade for your home smart plugs' energy usage tracking feature,Upgrade for energy usage tracking feature canceled successfully.,0,0
Perform system upgrade on your home smart air purifier's filter replacement reminder,Initiating filter replacement reminder system upgrade. Please wait.,0,0
Check for software upgrades on your home smart door lock's access codes,Searching for access codes upgrades. This may take a moment.,0,0
Cancel the upgrade for your home smart thermostat app's geofencing feature,Upgrade for geofencing feature canceled successfully.,0,0
Perform software upgrade on your home smart camera system's motion detection zones,Software upgrade for motion detection zones initiated. Sit tight.,0,0
Check for system upgrades on your home smart security camera's night vision mode,Searching for night vision mode upgrades. This may take a moment.,0,0
Cancel the upgrade for your home smart blinds' automated schedules,Upgrade for automated schedules canceled successfully.,0,0
Perform system upgrade on your home smart garage door's remote control app,Initiating remote control app system upgrade. Please wait.,0,0
Check for software upgrades on your home smart irrigation system's watering zones,Searching for watering zones upgrades. This may take a moment.,0,0
Cancel the upgrade for your home smart hub's voice command recognition,Upgrade for voice command recognition canceled successfully.,0,0
Perform software upgrade on your home smart sprinkler system's weather forecast integration,Software upgrade for weather forecast integration initiated. Sit tight.,0,0
Check for firmware upgrades on your home smart door lock system's access history,Searching for access history firmware upgrades. Please wait while we search.,0,0
Cancel the upgrade for your home smart light dimmer's brightness presets,Upgrade for brightness presets canceled successfully.,0,0
Perform system upgrade on your home smart water leak detector's sensor sensitivity,Initiating sensor sensitivity system upgrade. Please wait.,0,0
Check for software upgrades on your home smart garage door opener's remote access app,Searching for remote access app upgrades. This may take a moment.,0,0
Cancel the upgrade for your home smart light switch's scheduling feature,Upgrade for scheduling feature canceled successfully.,0,0
Perform software upgrade on your home smart security camera system's privacy settings,Software upgrade for privacy settings initiated. Please be patient.,0,0
Update my mobile phone,Perform mobile phone update,0,0
Upgrade my mobile,Perform mobile phone update,0,0
Perform mobile update,Perform mobile phone update,0,0
Perform mobile upgrade,Perform mobile phone update,0,0
Stop mobile update,Cancel mobile phone update,0,0
Cancel mobile phone update,Cancel mobile phone update,0,0
Check whether my bike software is updated or not,Return updated bike software or not,0,0
Start the motor bike now,Start the bike,0,0
